Year,Rating,Dependent_Group,Dependent_Status,Category,Added_Item,Monthly_Rate_USD,Has_Spouse,Parent_Count,Has_Child
2024,10,All,All,Basic,,171.23,False,0,False
2024,20,All,All,Basic,,338.49,False,0,False
2024,30,No children,Veteran alone (no dependents),Basic,,524.31,False,0,False
2024,40,No children,Veteran alone (no dependents),Basic,,755.28,False,0,False
2024,50,No children,Veteran alone (no dependents),Basic,,1075.16,False,0,False
2024,60,No children,Veteran alone (no dependents),Basic,,1361.88,False,0,False
2024,30,No children,With spouse (no parents or children),Basic,,586.31,True,0,False
2024,40,No children,With spouse (no parents or children),Basic,,838.28,True,0,False
2024,50,No children,With spouse (no parents or children),Basic,,1179.16,True,0,False
2024,60,No children,With spouse (no parents or children),Basic,,1486.88,True,0,False
2024,30,No children,With spouse and 1 parent (no children),Basic,,636.31,True,1,False
2024,40,No children,With spouse and 1 parent (no children),Basic,,904.28,True,1,False
2024,50,No children,With spouse and 1 parent (no children),Basic,,1262.16,True,1,False
2024,60,No children,With spouse and 1 parent (no children),Basic,,1586.88,True,1,False
2024,30,No children,With spouse and 2 parents (no children),Basic,,686.31,True,2,False
2024,40,No children,With spouse and 2 parents (no children),Basic,,970.28,True,2,False
2024,50,No children,With spouse and 2 parents (no children),Basic,,1345.16,True,2,False
2024,60,No children,With spouse and 2 parents (no children),Basic,,1686.88,True,2,False
2024,30,No children,With 1 parent (no spouse or children),Basic,,574.31,False,1,False
2024,40,No children,With 1 parent (no spouse or children),Basic,,821.28,False,1,False
2024,50,No children,With 1 parent (no spouse or children),Basic,,1158.16,False,1,False
2024,60,No children,With 1 parent (no spouse or children),Basic,,1461.88,False,1,False
2024,30,No children,With 2 parents (no spouse or children),Basic,,624.31,False,2,False
2024,40,No children,With 2 parents (no spouse or children),Basic,,887.28,False,2,False
2024,50,No children,With 2 parents (no spouse or children),Basic,,1241.16,False,2,False
2024,60,No children,With 2 parents (no spouse or children),Basic,,1561.88,False,2,False
2024,30,,,Added,Each additional child under age 18,31.0,,,
2024,40,,,Added,Each additional child under age 18,41.0,,,
2024,50,,,Added,Each additional child under age 18,51.0,,,
2024,60,,,Added,Each additional child under age 18,62.0,,,
2024,30,,,Added,Each additional child over age 18 in a qualifying school program,100.0,,,
2024,40,,,Added,Each additional child over age 18 in a qualifying school program,133.0,,,
2024,50,,,Added,Each additional child over age 18 in a qualifying school program,167.0,,,
2024,60,,,Added,Each additional child over age 18 in a qualifying school program,200.0,,,
2024,30,,,Added,Spouse receiving Aid and Attendance,57.0,,,
2024,40,,,Added,Spouse receiving Aid and Attendance,76.0,,,
2024,50,,,Added,Spouse receiving Aid and Attendance,95.0,,,
2024,60,,,Added,Spouse receiving Aid and Attendance,114.0,,,
2024,70,No children,Veteran alone (no dependents),Basic,,1716.28,False,0,False
2024,80,No children,Veteran alone (no dependents),Basic,,1995.01,False,0,False
2024,90,No children,Veteran alone (no dependents),Basic,,2241.91,False,0,False
2024,100,No children,Veteran alone (no dependents),Basic,,3737.85,False,0,False
2024,70,No children,With spouse (no parents or children),Basic,,1861.28,True,0,False
2024,80,No children,With spouse (no parents or children),Basic,,2161.01,True,0,False
2024,90,No children,With spouse (no parents or children),Basic,,2428.91,True,0,False
2024,100,No children,With spouse (no parents or children),Basic,,3946.25,True,0,False
2024,70,No children,With spouse and 1 parent (no children),Basic,,1978.28,True,1,False
2024,80,No children,With spouse and 1 parent (no children),Basic,,2294.01,True,1,False
2024,90,No children,With spouse and 1 parent (no children),Basic,,2578.91,True,1,False
2024,100,No children,With spouse and 1 parent (no children),Basic,,4113.51,True,1,False
2024,70,No children,With spouse and 2 parents (no children),Basic,,2095.28,True,2,False
2024,80,No children,With spouse and 2 parents (no children),Basic,,2427.01,True,2,False
2024,90,No children,With spouse and 2 parents (no children),Basic,,2728.91,True,2,False
2024,100,No children,With spouse and 2 parents (no children),Basic,,4280.77,True,2,False
2024,70,No children,With 1 parent (no spouse or children),Basic,,1833.28,False,1,False
2024,80,No children,With 1 parent (no spouse or children),Basic,,2128.01,False,1,False
2024,90,No children,With 1 parent (no spouse or children),Basic,,2391.91,False,1,False
2024,100,No children,With 1 parent (no spouse or children),Basic,,3905.11,False,1,False
2024,70,No children,With 2 parents (no spouse or children),Basic,,1950.28,False,2,False
2024,80,No children,With 2 parents (no spouse or children),Basic,,2261.01,False,2,False
2024,90,No children,With 2 parents (no spouse or children),Basic,,2541.91,False,2,False
2024,100,No children,With 2 parents (no spouse or children),Basic,,4072.37,False,2,False
2024,70,,,Added,Each additional child under age 18,72.0,,,
2024,80,,,Added,Each additional child under age 18,82.0,,,
2024,90,,,Added,Each additional child under age 18,93.0,,,
2024,100,,,Added,Each additional child under age 18,103.55,,,
2024,70,,,Added,Each additional child over age 18 in a qualifying school program,234.0,,,
2024,80,,,Added,Each additional child over age 18 in a qualifying school program,267.0,,,
2024,90,,,Added,Each additional child over age 18 in a qualifying school program,301.0,,,
2024,100,,,Added,Each additional child over age 18 in a qualifying school program,334.49,,,
2024,70,,,Added,Spouse receiving Aid and Attendance,134.0,,,
2024,80,,,Added,Spouse receiving Aid and Attendance,153.0,,,
2024,90,,,Added,Spouse receiving Aid and Attendance,172.0,,,
2024,100,,,Added,Spouse receiving Aid and Attendance,191.14,,,
2024,30,With children,Veteran with 1 child only (no spouse or parents),Basic,,565.31,False,0,True
2024,40,With children,Veteran with 1 child only (no spouse or parents),Basic,,810.28,False,0,True
2024,50,With children,Veteran with 1 child only (no spouse or parents),Basic,,1144.16,False,0,True
2024,60,With children,Veteran with 1 child only (no spouse or parents),Basic,,1444.88,False,0,True
2024,30,With children,With 1 child and spouse (no parents),Basic,,632.31,True,0,True
2024,40,With children,With 1 child and spouse (no parents),Basic,,899.28,True,0,True
2024,50,With children,With 1 child and spouse (no parents),Basic,,1255.16,True,0,True
2024,60,With children,With 1 child and spouse (no parents),Basic,,1577.88,True,0,True
2024,30,With children,"With 1 child, spouse, and 1 parent",Basic,,682.31,True,1,True
2024,40,With children,"With 1 child, spouse, and 1 parent",Basic,,965.28,True,1,True
2024,50,With children,"With 1 child, spouse, and 1 parent",Basic,,1338.16,True,1,True
2024,60,With children,"With 1 child, spouse, and 1 parent",Basic,,1677.88,True,1,True
2024,30,With children,"With 1 child, spouse, and 2 parents",Basic,,732.31,True,2,True
2024,40,With children,"With 1 child, spouse, and 2 parents",Basic,,1031.28,True,2,True
2024,50,With children,"With 1 child, spouse, and 2 parents",Basic,,1421.16,True,2,True
2024,60,With children,"With 1 child, spouse, and 2 parents",Basic,,1777.88,True,2,True
2024,30,With children,With 1 child and 1 parent (no spouse),Basic,,615.31,False,1,True
2024,40,With children,With 1 child and 1 parent (no spouse),Basic,,876.28,False,1,True
2024,50,With children,With 1 child and 1 parent (no spouse),Basic,,1227.16,False,1,True
2024,60,With children,With 1 child and 1 parent (no spouse),Basic,,1544.88,False,1,True
2024,30,With children,With 1 child and 2 parents (no spouse),Basic,,665.31,False,2,True
2024,40,With children,With 1 child and 2 parents (no spouse),Basic,,942.28,False,2,True
2024,50,With children,With 1 child and 2 parents (no spouse),Basic,,1310.16,False,2,True
2024,60,With children,With 1 child and 2 parents (no spouse),Basic,,1644.88,False,2,True
2024,30,,,Added,Spouse receving Aid and Attendance,57.0,,,
2024,40,,,Added,Spouse receving Aid and Attendance,76.0,,,
2024,50,,,Added,Spouse receving Aid and Attendance,95.0,,,
2024,60,,,Added,Spouse receving Aid and Attendance,114.0,,,
2024,70,With children,Veteran with child only (no spouse or parents),Basic,,1813.28,False,0,True
2024,80,With children,Veteran with child only (no spouse or parents),Basic,,2106.01,False,0,True
2024,90,With children,Veteran with child only (no spouse or parents),Basic,,2366.91,False,0,True
2024,100,With children,Veteran with child only (no spouse or parents),Basic,,3877.22,False,0,True
2024,70,With children,With 1 child and spouse (no parents),Basic,,1968.28,True,0,True
2024,80,With children,With 1 child and spouse (no parents),Basic,,2283.01,True,0,True
2024,90,With children,With 1 child and spouse (no parents),Basic,,2565.91,True,0,True
2024,100,With children,With 1 child and spouse (no parents),Basic,,4098.87,True,0,True
2024,70,With children,"With 1 child, spouse and 1 parent",Basic,,2085.28,True,1,True
2024,80,With children,"With 1 child, spouse and 1 parent",Basic,,2416.01,True,1,True
2024,90,With children,"With 1 child, spouse and 1 parent",Basic,,2715.91,True,1,True
2024,100,With children,"With 1 child, spouse and 1 parent",Basic,,4266.13,True,1,True
2024,70,With children,"With 1 child, spouse and 2 parents",Basic,,2202.28,True,2,True
2024,80,With children,"With 1 child, spouse and 2 parents",Basic,,2549.01,True,2,True
2024,90,With children,"With 1 child, spouse and 2 parents",Basic,,2865.91,True,2,True
2024,100,With children,"With 1 child, spouse and 2 parents",Basic,,4433.39,True,2,True
2024,70,With children,With 1 child and 1 parent,Basic,,1930.28,False,1,True
2024,80,With children,With 1 child and 1 parent,Basic,,2239.01,False,1,True
2024,90,With children,With 1 child and 1 parent,Basic,,2516.91,False,1,True
2024,100,With children,With 1 child and 1 parent,Basic,,4044.48,False,1,True
2024,70,With children,With 1 child and 2 parents (no spouse),Basic,,2047.28,False,2,True
2024,80,With children,With 1 child and 2 parents (no spouse),Basic,,2372.01,False,2,True
2024,90,With children,With 1 child and 2 parents (no spouse),Basic,,2666.91,False,2,True
2024,100,With children,With 1 child and 2 parents (no spouse),Basic,,4211.74,False,2,True
